Feature_Index	Peak_Index
347	23396
347	23413
347	23431
347	23432
347	23452
347	23475
347	23501
347	23502
347	23533
347	23534
347	23566
347	23604
347	23639
347	23675
347	23709
347	23774
347	23804
347	23836
347	23867
347	23868
347	23901
347	23950
347	23974
348	11642
348	11657
348	11670
348	11671
348	11689
348	11690
348	11705
348	11706
348	11725
348	11726
348	11743
348	11744
348	11762
348	11763
348	11780
348	11781
348	11798
348	11919
348	11920
348	11936
348	11937
348	11953
348	11954
348	11970
348	11971
348	11984
348	11985
348	11996
348	11997
348	12009
348	12010
348	12022
348	12023
348	12037
348	12038
348	12054
348	12055
348	12076
348	12077
348	12098
348	12099
348	12122
348	12123
348	12147
348	12148
348	12162
348	12163
348	12188
348	12189
348	12214
348	12215
348	12241
348	12242
348	12267
348	12268
348	12290
348	12311
348	12330
349	16052
349	16068
349	16084
349	16102
349	16116
349	16117
349	16128
349	16129
349	16141
349	16150
349	16162
349	16163
349	16176
349	16185
349	16195
349	16205
349	16215
349	16228
349	16238
349	16250
350	7933
350	7982
350	7983
350	8016
350	8017
350	8045
350	8069
350	8070
350	8091
350	8092
350	8115
350	8116
350	8135
350	8136
350	8137
350	8150
350	8151
350	8171
350	8172
350	8190
350	8191
350	8207
350	8208
350	8230
350	8231
350	8250
350	8251
350	8273
350	8274
350	8293
350	8294
350	8315
350	8316
350	8338
350	8339
350	8340
350	8363
350	8364
350	8381
351	17629
351	17648
351	17665
351	17666
351	17681
351	17697
351	17698
351	17710
351	17711
351	17727
351	17728
351	17743
351	17744
351	17762
351	17763
351	17780
351	17781
351	17796
351	17797
351	17811
351	17824
351	17839
351	17857
351	17874
352	25615
352	25645
352	25675
352	25705
352	25734
352	25761
352	25789
352	25817
352	25847
353	19310
353	19331
353	19369
353	19393
353	19416
353	19444
353	19472
353	19500
353	19530
353	19531
353	19561
353	19594
353	19623
353	19651
353	19679
353	19711
353	19712
353	19756
353	19780
353	19803
353	19831
353	19832
353	19855
353	19875
353	19893
353	19911
353	19927
353	19947
353	19967
353	19989
353	20007
353	20025
353	20065
353	20085
353	20104
353	20126
354	20553
354	20573
354	20594
354	20627
354	20644
354	20659
354	20676
354	20691
354	20710
354	20730
354	20752
354	20802
355	9190
355	9191
355	9203
355	9204
355	9216
355	9217
355	9231
355	9232
355	9245
355	9246
355	9257
355	9258
355	9269
355	9270
355	9284
355	9285
355	9299
355	9300
355	9317
355	9318
355	9333
355	9334
355	9347
355	9348
355	9365
355	9366
355	9383
355	9384
355	9403
355	9404
355	9422
355	9423
355	9446
355	9447
355	9470
356	16321
356	16322
356	16338
356	16339
356	16355
356	16356
356	16370
356	16371
356	16387
356	16399
356	16413
356	16427
357	17595
357	17612
357	17631
357	17632
357	17649
357	17650
357	17668
357	17669
357	17682
357	17683
357	17699
357	17700
357	17712
357	17713
357	17729
357	17730
357	17745
357	17746
357	17764
357	17765
357	17782
357	17783
357	17798
357	17799
357	17812
357	17813
357	17825
357	17826
357	17840
357	17841
357	17858
357	17859
357	17875
357	17876
357	17890
357	17891
357	17905
357	17906
357	17918
357	17919
357	17942
357	17953
357	17967
357	17968
357	17981
357	17982
357	17996
357	17997
357	18009
357	18020
357	18035
357	18046
357	18058
357	18079
358	18632
358	18680
358	18694
358	18708
358	18723
358	18742
358	18761
358	18781
358	18817
358	19132
358	19200
358	19266
358	19288
358	19332
358	19350
358	19370
358	19394
358	19417
358	19445
358	19473
358	19501
358	19532
358	19533
358	19562
358	19563
358	19595
358	19624
358	19652
358	19680
358	19681
358	19713
358	19714
358	19757
358	19758
358	19781
358	19804
358	19833
358	19856
358	19876
358	19894
358	19912
358	19928
358	19948
358	19968
358	19969
358	19990
358	20008
358	20026
358	20043
358	20066
358	20086
358	20105
359	56769
359	56803
359	56835
359	56971
359	57059
359	57204
359	57232
359	57315
359	57437
359	57500
359	57612
359	57642
359	57767
359	57820
359	57880
359	57910
359	58721
359	58781
359	58816
359	58881
359	58963
359	58994
359	59084
359	59211
359	59243
359	59350
359	59409
359	59522
359	59551
359	59646
359	59687
359	59720
359	59753
359	59783
359	59974
359	60008
359	60036
359	60155
359	60218
359	60359
359	60465
359	60493
359	60525
359	60615
359	60646
359	60696
359	60725
359	60813
359	60919
359	61033
359	61154
359	61184
359	61215
359	61631
359	61661
359	61693
359	61777
359	61805
359	61833
359	61865
359	61894
359	61947
359	62218
359	62331
359	62332
359	62412
359	62525
359	62637
359	62718
359	62807
359	62869
359	62903
359	62938
359	63092
359	63119
359	63148
359	63265
359	63298
359	63357
359	63411
359	63472
359	63506
359	63537
359	63628
359	63657
359	63724
359	63756
359	63757
359	63790
359	63821
359	63855
359	63888
359	63984
359	64124
359	64305
359	64330
359	64366
359	64396
359	64515
359	64547
359	64581
359	64680
359	64713
360	33155
360	33168
360	33182
360	33196
360	33209
360	33222
360	33233
360	33245
360	33255
360	33271
360	33285
360	33299
360	33314
360	33330
360	33351
360	33372
360	33391
360	33411
361	27053
361	27079
361	27106
361	27132
361	27158
361	27159
361	27181
361	27182
361	27203
361	27204
361	27226
361	27227
361	27247
361	27248
361	27249
361	27268
361	27269
361	27291
361	27292
361	27314
361	27315
361	27338
361	27339
361	27355
361	27367
361	27368
361	27388
361	27389
361	27410
361	27411
361	27430
361	27445
361	27457
361	27470
362	25171
362	25187
362	25220
362	25240
362	25255
362	25289
362	25305
363	22020
363	22021
363	22044
363	22045
363	22065
363	22066
363	22086
363	22087
363	22105
363	22106
363	22120
363	22121
363	22138
363	22139
363	22153
363	22154
363	22169
363	22170
363	22171
363	22186
363	22187
363	22188
363	22200
363	22201
363	22202
363	22211
363	22212
363	22213
363	22226
363	22227
363	22228
363	22239
363	22240
363	22241
363	22254
363	22255
363	22268
363	22269
363	22286
363	22287
363	22288
363	22305
363	22306
363	22324
363	22325
363	22343
363	22344
363	22360
363	22361
363	22376
363	22377
363	22393
363	22394
363	22407
363	22408
363	22421
363	22422
363	22435
363	22436
363	22448
363	22449
363	22461
363	22462
363	22477
363	22511
363	22531
363	22550
363	22569
363	22586
363	22587
363	22606
363	22625
363	22644
363	22645
363	22661
363	22704
363	22719
363	22735
363	22749
364	29340
364	29356
364	29374
364	29375
364	29394
364	29395
364	29415
364	29416
364	29435
364	29436
364	29453
364	29454
364	29469
364	29470
364	29487
364	29488
364	29506
364	29507
364	29527
364	29528
364	29548
364	29549
364	29571
364	29572
364	29595
364	29596
364	29620
364	29621
364	29643
364	29644
364	29662
364	29663
364	29683
364	29684
364	29706
364	29707
364	29732
364	29733
364	29757
364	29758
364	29782
364	29807
364	29831
364	29856
364	29882
364	29902
364	29928
364	29950
364	29971
364	29993
364	30082
364	30099
364	30126
364	30200
365	16992
365	17007
365	17020
365	17034
365	17052
365	17053
365	17072
365	17073
365	17094
365	17095
365	17106
365	17122
366	27753
366	27772
366	27793
366	27817
366	27837
366	27856
366	27875
366	27890
366	27903
366	27920
366	27948
366	28020
367	18548
367	18562
367	18575
367	18576
367	18589
367	18590
367	18604
367	18605
367	18618
367	18619
367	18633
367	18634
367	18645
367	18646
367	18658
367	18659
367	18670
367	18671
367	18681
367	18682
367	18695
367	18696
367	18709
367	18710
367	18724
367	18725
367	18743
367	18744
367	18762
367	18763
367	18782
367	18783
367	18818
368	18726
368	18745
368	18764
368	18765
368	18784
368	18785
368	18819
368	18820
368	18832
368	18833
368	18848
368	18849
368	18862
368	18863
368	18878
368	18879
368	18894
368	18895
368	18896
368	18911
368	18912
368	18928
368	18929
368	18946
368	18947
368	18962
368	18963
368	18964
368	18979
368	18980
368	18981
368	18996
368	18997
368	19011
368	19012
368	19013
368	19029
368	19030
368	19045
368	19046
368	19061
368	19062
368	19078
368	19079
368	19096
368	19097
368	19115
368	19116
368	19134
368	19135
368	19156
368	19157
368	19178
368	19179
368	19201
368	19202
368	19203
368	19223
368	19245
368	19267
368	19289
368	19311
368	19333
368	19351
368	19371
368	19395
368	19418
368	19419
368	19446
368	19474
368	19502
368	19503
368	19534
368	19535
368	19564
368	19596
368	19625
368	19653
368	19682
368	19731
368	19732
368	19782
368	19805
368	19834
368	19857
368	19877
368	19895
368	19929
368	19949
368	19970
368	20027
368	20044
369	19447
369	19475
369	19504
369	19536
369	19565
369	19597
369	19626
369	19627
369	19654
369	19655
369	19683
369	19684
369	19715
369	19716
369	19759
369	19760
369	19783
369	19784
369	19806
369	19807
369	19835
369	19836
369	19858
369	19859
369	19878
369	19879
369	19896
369	19897
369	19913
369	19914
369	19930
369	19931
369	19950
369	19951
369	19971
369	19972
369	19991
369	19992
369	20009
369	20010
369	20028
369	20029
369	20045
369	20046
369	20067
369	20068
369	20087
369	20106
370	33352
370	33392
370	33412
370	33440
370	33457
370	33476
370	33496
371	26887
371	26912
371	26937
371	26938
371	26964
371	26965
371	26993
371	26994
371	27024
371	27025
371	27054
371	27055
371	27080
371	27081
371	27107
371	27108
371	27133
371	27134
371	27160
371	27161
371	27183
371	27184
371	27205
371	27206
371	27228
371	27229
371	27250
371	27251
371	27270
371	27271
371	27293
371	27294
371	27316
371	27317
371	27340
371	27341
371	27370
372	18226
372	18246
372	18266
372	18307
372	18325
372	18369
372	18387
372	18405
372	18424
372	18440
373	15582
373	15607
373	15632
373	15633
373	15657
373	15658
373	15707
373	15708
373	15731
373	15732
373	15756
373	15757
373	15780
373	15803
373	15861
374	16634
374	16651
374	16668
374	16689
374	16703
374	16720
374	16721
374	16741
374	16755
374	16778
375	15682
375	15683
376	32046
376	32130
376	32160
376	32190
376	32223
376	32250
376	32280
376	32310
377	25500
377	25529
377	25585
377	25617
377	25648
377	25677
377	25678
377	25707
378	18727
378	18728
378	18746
378	18747
378	18766
378	18767
378	18786
378	18787
378	18804
378	18805
378	18821
378	18822
378	18834
378	18835
378	18850
378	18851
378	18864
378	18865
378	18880
378	18881
378	18897
378	18898
378	18913
378	18914
378	18930
378	18931
378	18948
378	18949
378	18965
378	18966
378	18982
378	18983
378	18998
378	18999
378	19014
378	19015
378	19031
378	19032
378	19047
378	19048
378	19063
378	19064
378	19080
378	19081
378	19098
378	19099
378	19117
378	19136
378	19137
378	19158
378	19159
378	19180
378	19396
378	19420
378	19566
378	19628
378	19656
378	19685
378	19717
378	19718
378	19761
378	19762
378	19785
378	19786
378	19808
378	19809
378	19837
378	19838
378	19860
378	19861
378	19880
378	19881
378	19898
378	19899
378	19915
378	19932
378	19952
378	19973
379	24968
379	24991
379	25015
379	25041
379	25042
379	25066
379	25067
379	25093
379	25094
379	25117
379	25118
379	25139
379	25140
379	25157
379	25158
379	25172
379	25173
379	25188
379	25189
379	25204
379	25205
379	25221
379	25222
379	25241
379	25242
379	25256
379	25257
379	25272
379	25273
379	25290
379	25291
379	25306
379	25307
379	25322
379	25323
379	25341
379	25342
379	25362
379	25363
379	25383
379	25384
379	25408
379	25409
379	25434
379	25460
379	25530
379	25556
379	25586
379	25618
379	25763
379	25792
380	28289
380	28307
380	28329
380	28368
380	28386
380	28407
380	28408
380	28429
380	28430
380	28449
380	28466
380	28488
380	28506
380	28527
380	28547
380	28587
380	28588
380	28610
380	28611
380	28631
380	28651
380	28652
380	28673
380	28717
380	28718
380	28740
380	28761
380	28784
380	28829
380	28852
380	28853
380	28871
380	28890
380	28891
380	28929
380	28930
380	28966
380	28986
381	27535
381	27549
381	27550
381	27566
381	27585
381	27586
381	27610
381	27611
381	27629
381	27630
381	27644
381	27645
381	27659
381	27660
381	27679
381	27680
381	27689
381	27690
381	27702
381	27703
381	27721
381	27722
381	27738
381	27739
381	27754
381	27755
381	27773
381	27774
381	27795
381	27796
381	27797
381	27818
381	27819
381	27838
381	27839
381	27857
381	27858
381	27876
381	27877
381	27891
381	27892
381	27905
381	27906
381	27921
381	27922
381	27934
381	27935
381	27949
381	27950
381	27962
381	27963
381	27974
381	27975
381	27988
381	27989
381	28003
381	28004
381	28021
381	28022
381	28044
381	28045
381	28062
381	28063
381	28080
381	28081
381	28097
381	28098
381	28116
381	28133
381	28134
381	28152
381	28153
381	28170
381	28187
381	28188
381	28205
381	28206
381	28222
381	28223
381	28224
381	28239
381	28252
381	28268
381	28269
381	28290
381	28291
381	28308
381	28309
381	28330
381	28331
381	28353
381	28354
381	28369
381	28370
381	28387
381	28388
381	28409
381	28410
381	28431
381	28432
381	28450
381	28451
381	28468
381	28469
381	28489
381	28490
381	28507
381	28508
381	28528
381	28529
381	28548
381	28549
381	28570
381	28571
381	28589
381	28612
381	28613
381	28632
381	28653
381	28674
381	28695
381	28719
381	28741
381	28762
381	28786
381	28787
381	28808
381	28809
381	28830
381	28831
381	28854
381	28855
381	28872
381	28873
381	28892
381	28893
381	28911
381	28912
381	28931
381	28932
381	28933
381	28948
381	28949
381	28967
381	28968
381	28987
381	28988
381	29004
381	29005
381	29023
381	29024
381	29045
381	29046
381	29067
381	29068
381	29092
381	29093
381	29117
381	29118
381	29140
381	29141
381	29164
381	29165
381	29201
381	29202
381	29221
381	29222
381	29240
381	29241
381	29261
381	29262
381	29279
381	29280
381	29294
381	29308
381	29309
381	29325
381	29341
381	29357
381	29358
381	29376
381	29377
381	29396
381	29397
381	29417
381	29418
381	29437
381	29438
381	29455
381	29471
381	29489
381	29490
381	29508
381	29509
381	29529
381	29551
381	29574
381	29575
381	29597
381	29623
381	29645
381	29664
381	29665
381	29666
381	29685
381	29686
381	29708
381	29709
381	29734
381	29759
381	29760
381	29783
381	29784
381	29808
381	29809
381	29832
381	29833
381	29857
381	29858
381	29883
381	29903
381	29904
381	29929
381	29930
381	29951
381	29952
381	29972
381	29973
381	29994
381	29995
381	30015
381	30016
381	30034
381	30035
381	30036
381	30054
381	30055
381	30069
381	30070
381	30083
381	30100
381	30112
381	30127
381	30128
381	30144
381	30145
381	30159
381	30160
381	30180
381	30181
381	30201
381	30220
381	30221
381	30242
381	30261
381	30262
381	30278
381	30294
381	30309
381	30325
381	30339
381	30351
381	30375
381	30401
381	30416
381	30431
381	30445
381	30464
381	30484
381	30503
381	30522
381	30542
381	30562
381	30582
381	30606
381	30626
381	30648
381	30673
381	30694
381	30711
381	30731
381	30750
381	30765
381	30791
381	30803
381	30815
381	30827
381	30841
381	30855
381	30867
381	30880
381	30893
381	30906
381	30919
381	30920
381	30935
381	30956
381	30976
381	30993
381	31013
381	31030
381	31031
381	31048
381	31070
381	31071
381	31092
381	31111
381	31133
381	31134
381	31156
381	31182
381	31205
381	31228
381	31258
381	31276
381	31314
381	31333
381	31355
381	31356
381	31376
381	31396
381	31417
381	31440
381	31465
381	31466
381	31492
381	31519
381	31550
381	31551
381	31574
381	31599
381	31617
381	31639
381	31677
381	31697
381	31717
381	31759
381	31781
381	31838
381	31873
381	31891
381	31996
381	32022
381	32047
381	32074
381	32103
381	32131
381	32132
381	32161
381	32191
381	32192
381	32224
381	32251
381	32252
381	32281
381	32282
381	32311
381	32312
381	32337
381	32338
381	32365
381	32392
381	32419
381	32444
381	32471
381	32497
381	32521
381	32547
381	32571
382	47537
382	47601
382	47636
382	47684
382	47741
382	47779
382	47848
382	47867
382	47885
382	47904
382	47960
382	47996
382	48020
382	48041
382	48062
382	48086
382	48109
382	48132
382	48153
382	48213
382	48233
382	48336
383	49403
383	49426
383	49452
383	49499
383	49572
383	49598
383	49712
383	49763
383	49891
383	50013
384	46444
384	46466
384	46533
384	46595
384	46618
384	46649
385	10006
385	10017
385	10018
385	10028
385	10041
385	10042
385	10055
385	10056
385	10070
385	10071
385	10085
385	10086
385	10101
385	10102
385	10118
385	10119
385	10136
385	10137
385	10153
385	10154
385	10170
385	10171
385	10187
385	10207
385	10208
385	10227
385	10248
385	10268
385	10269
385	10286
385	10287
385	10326
385	10327
385	10328
385	10350
385	10369
385	10390
385	10391
385	10413
385	10430
385	10470
385	10489
385	10490
385	10514
385	10538
385	10539
385	10540
385	10563
385	10584
385	10608
385	10609
385	10670
385	10732
385	10770
385	10789
385	10806
385	10820
385	10821
385	10836
386	10305
386	10447
387	25793
387	25820
387	25850
387	25900
387	25928
387	25955
387	26013
387	26039
387	26085
387	26115
387	26139
387	26161
387	26199
387	26448
387	26480
387	26507
387	26539
387	26567
387	26594
387	26650
387	26677
388	22839
388	22857
388	22858
388	22879
388	22880
388	22898
388	22899
388	22918
388	22919
388	22939
388	22940
388	22959
388	22960
388	22979
388	22980
388	22998
388	22999
388	23013
388	23014
388	23029
388	23030
388	23044
388	23045
388	23061
388	23062
388	23075
388	23088
389	24588
389	24608
389	24641
389	24659
389	24676
390	21688
390	21711
390	21726
390	21740
390	21741
390	21754
390	21755
390	21768
390	21769
390	21782
390	21783
390	21796
390	21797
390	21811
390	21812
390	21813
390	21825
390	21826
390	21839
390	21840
390	21852
390	21853
390	21866
390	21867
390	21881
390	21882
390	21896
390	21897
390	21911
390	21912
390	21925
390	21926
390	21942
390	21957
390	21976
390	21998
390	22022
390	22046
390	22067
390	22088
391	27758
391	27759
391	27777
391	27778
391	27800
391	27801
391	27821
391	27822
391	27841
391	27842
391	27860
391	27861
391	27879
391	27880
391	27894
391	27895
391	27907
391	27908
391	27909
391	27924
391	27925
391	27936
391	27937
391	27951
391	27952
391	27964
391	27965
391	27976
391	27977
391	27990
391	27991
391	28005
391	28006
391	28023
391	28024
391	28046
391	28047
391	28064
391	28065
391	28082
391	28083
391	28099
391	28100
391	28117
391	28118
391	28135
391	28136
391	28154
391	28155
391	28171
391	28172
391	28189
391	28190
391	28207
391	28208
391	28225
391	28226
391	28240
391	28253
391	28254
391	28270
391	28271
391	28292
391	28293
391	28310
391	28311
391	28332
391	28355
391	28389
391	28433
392	19505
392	19537
392	19538
392	19567
392	19568
392	19598
392	19599
392	19629
392	19657
392	19686
392	19719
392	19720
393	12679
393	12699
393	12725
393	12744
393	12745
393	12764
393	12765
393	12784
393	12801
393	12802
393	12819
393	12835
393	12851
393	12869
393	12888
394	11449
394	11450
394	11470
394	11471
394	11487
394	11488
394	11501
394	11502
394	11517
394	11518
394	11531
394	11532
394	11545
394	11546
394	11557
394	11558
394	11571
394	11572
394	11586
394	11587
394	11601
394	11602
394	11617
394	11618
394	11631
394	11632
394	11645
394	11646
394	11660
394	11661
394	11674
394	11675
394	11693
394	11694
394	11709
394	11710
394	11729
394	11730
394	11747
394	11748
394	11766
394	11767
394	11784
395	17155
395	17170
395	17185
395	17199
395	17213
395	17226
395	17238
395	17250
395	17251
395	17262
395	17263
395	17272
395	17273
395	17285
395	17286
395	17297
395	17298
395	17324
395	17325
395	17341
395	17356
395	17369
395	17378
395	17387
395	17396
395	17405
395	17413
395	17420
395	17430
395	17439
395	17450
395	17464
395	17479
395	17508
395	17524
395	17538
396	22881
396	22882
396	22901
396	22902
396	22920
396	22942
396	22943
396	22962
396	22963
396	22983
397	15942
397	15964
397	15984
397	16003
397	16004
397	16022
397	16023
397	16038
397	16039
397	16054
397	16055
397	16070
397	16071
397	16086
397	16087
397	16104
397	16105
397	16118
397	16119
397	16130
397	16131
397	16142
397	16151
397	16164
397	16177
398	7960
398	7990
398	7991
398	8021
398	8022
398	8049
398	8050
398	8073
398	8119
398	8540
398	8541
398	8559
398	8578
398	8579
398	8595
398	8596
398	8613
398	8614
398	8628
398	8629
398	8642
398	8643
398	8658
398	8659
398	8674
398	8675
398	8689
398	8690
398	8707
398	8708
398	8720
398	8721
398	8733
398	8734
398	8749
398	8750
398	8767
398	8768
398	8787
398	8788
398	8810
398	8811
398	8834
398	8835
398	8859
398	8860
398	8885
398	8886
398	8906
398	8907
398	8927
398	8949
398	8950
398	8973
398	8974
398	9018
398	9019
398	9040
398	9041
398	9081
398	9082
398	9103
398	9126
398	9149
398	9174
398	9175
398	9194
398	9208
398	9221
398	9222
398	9236
398	9237
398	9251
398	9252
398	9262
398	9263
398	9275
398	9276
398	9289
398	9290
398	9305
398	9306
398	9324
398	9325
398	9338
398	9339
398	9354
398	9355
398	9372
398	9373
398	9389
398	9390
398	9410
399	16454
399	16469
399	16489
399	16490
399	16505
399	16518
399	16519
399	16532
399	16533
399	16546
399	16547
399	16564
399	16565
399	16578
399	16579
399	16593
399	16594
399	16619
399	16620
399	16635
399	16636
399	16652
399	16653
399	16669
399	16670
399	16676
399	16677
399	16690
399	16691
399	16704
399	16705
399	16722
399	16723
399	16742
399	16743
399	16756
399	16757
399	16758
399	16779
399	16780
399	16798
399	16799
399	16817
399	16818
399	16836
399	16852
399	16864
400	16606
400	16607
401	9474
401	9497
401	9498
401	9520
401	9542
401	9543
401	9561
401	9582
401	9583
401	9606
401	9623
401	9624
402	8213
402	8258
402	8280
402	8301
402	8302
402	8322
402	8323
402	8347
402	8348
402	8370
402	8371
402	8386
402	8387
402	8404
402	8405
402	8418
402	8419
402	8432
402	8433
402	8444
402	8445
402	8454
402	8464
402	8465
403	8324
403	8349
403	8350
403	8372
403	8373
403	8388
403	8389
403	8406
403	8407
404	6199
404	6200
404	6222
404	6223
404	6242
404	6243
404	6260
404	6277
404	6278
404	6292
404	6293
405	13733
405	13734
405	13759
405	13760
405	13779
405	13780
405	13801
405	13802
405	13825
405	13826
405	13853
405	13854
405	13877
405	13878
405	13901
405	13902
405	13924
405	13925
405	13946
405	13947
405	13969
405	13970
405	13995
405	13996
405	14017
405	14018
405	14041
405	14042
405	14066
406	30868
406	30881
406	30894
406	30907
406	30921
406	30937
406	30957
406	30977
406	30995
406	31014
406	31033
406	31050
406	31073
406	31094
406	31113
406	31136
406	31158
407	25364
407	25385
407	25410
407	25435
407	25461
407	25501
407	25531
407	25557
407	25587
407	25619
407	25650
407	25679
407	25708
407	25736
407	25764
407	25794
407	25821
407	25851
407	25869
408	8542
408	8560
408	8561
408	8562
408	8580
408	8581
408	8597
408	8598
408	8615
408	8616
408	8630
408	8631
408	8645
408	8646
408	8660
408	8661
408	8676
408	8677
408	8692
408	8693
408	8711
408	8712
408	8722
408	8723
408	8737
408	8738
408	8753
408	8754
408	8770
408	8771
408	8791
408	8792
408	8813
408	8814
408	8836
408	8837
408	8861
408	8862
408	8887
408	8888
408	8908
408	8909
408	8928
408	8929
408	8951
408	8952
408	8975
408	8976
408	8997
408	8998
408	9043
409	34029
409	34113
409	34142
409	34226
409	34257
409	34289
409	34321
409	34407
409	34439
409	34496
409	34525
409	34557
409	34583
410	31034
410	31051
410	31074
410	31095
410	31114
410	31137
410	31138
410	31159
410	31160
410	31184
410	31185
410	31207
410	31208
410	31230
410	31231
410	31260
410	31261
410	31277
410	31278
410	31296
410	31297
410	31316
410	31317
410	31335
410	31336
410	31358
410	31359
410	31378
410	31379
410	31398
410	31399
410	31419
410	31420
410	31442
410	31443
410	31468
410	31469
410	31494
410	31521
410	31553
410	31576
410	31577
410	31601
410	31619
410	31641
410	31660
410	31679
410	31699
410	31718
410	31739
410	31761
410	31783
410	31803
410	31822
410	31840
410	31856
410	31875
410	31893
410	31913
410	31935
410	31954
410	31974
410	31998
410	32024
410	32048
410	32076
410	32105
410	32134
410	32163
410	32194
410	32226
410	32254
410	32284
410	32314
410	32340
410	32367
410	32394
410	32421
410	32447
410	32473
410	32499
410	32523
410	32549
410	32573
410	32609
410	32624
411	20249
411	20256
411	20266
411	20267
411	20275
411	20276
411	20285
411	20286
411	20295
411	20305
411	20306
411	20316
411	20317
411	20327
411	20328
411	20338
411	20339
411	20349
411	20350
411	20358
411	20359
411	20369
411	20370
411	20380
411	20381
411	20391
411	20392
411	20404
411	20405
411	20416
411	20417
411	20428
411	20442
411	20454
412	28156
412	28173
412	28191
412	28209
412	28227
412	28241
412	28255
412	28272
412	28294
412	28312
412	28333
412	28356
412	28371
412	28390
412	28411
412	28434
412	28452
412	28470
412	28491
412	28509
413	35600
413	35620
413	35640
413	35658
413	35678
413	35701
413	35729
413	35754
413	35778
414	25044
414	25070
414	25096
414	25121
414	25143
414	25160
415	15561
415	15583
415	15584
415	15608
415	15609
415	15634
415	15635
415	15659
415	15660
415	15709
415	15710
415	15733
415	15734
415	15758
415	15759
415	15781
416	15684
416	15685
417	13803
417	13827
417	13828
417	13855
417	13879
417	13880
417	13903
417	13904
418	28510
418	28530
418	28550
418	28572
418	28590
418	28614
418	28633
418	28634
418	28654
418	28655
418	28675
418	28676
418	28696
418	28697
418	28720
418	28721
418	28742
418	28743
418	28763
418	28788
418	28789
418	28810
418	28811
418	28832
418	28856
418	28857
418	28874
418	28894
418	28913
418	28934
418	28950
418	28969
418	28989
418	29006
418	29025
418	29047
418	29069
418	29094
418	29119
418	29142
418	29166
418	29203
418	29223
418	29242
418	29263
418	29281
418	29295
418	29310
418	29326
418	29342
418	29359
418	29378
418	29398
418	29419
418	29439
418	29456
418	29491
418	29510
418	29530
418	29552
418	29576
418	29598
418	29624
418	29646
418	29667
418	29687
418	29710
418	29735
418	29762
418	29785
418	29810
418	29835
418	29860
418	29884
418	29906
418	29932
418	29933
418	29954
418	29975
418	29976
418	29997
418	30018
418	30038
418	30039
418	30057
418	30072
418	30084
418	30102
418	30114
418	30130
418	30147
418	30162
418	30183
418	30184
418	30203
418	30223
418	30244
418	30264
418	30280
418	30296
418	30327
418	30341
418	30353
418	30365
418	30377
418	30403
418	30418
418	30433
418	30447
418	30466
418	30487
418	30505
418	30524
418	30544
418	30564
418	30584
418	30607
418	30628
418	30650
418	30675
418	30696
418	30713
418	30752
418	30779
418	30804
418	30816
418	30828
418	30857
418	30869
418	30882
418	30895
418	30908
418	30922
418	30938
418	30958
418	30978
418	30996
418	31015
418	31035
418	31052
418	31096
418	31115
418	31139
418	31161
418	31186
418	31209
418	31232
418	31279
418	31298
418	31318
418	31337
418	31360
418	31380
418	31400
418	31421
418	31444
418	31470
418	31495
418	31522
418	31554
418	31578
418	31602
418	31620
418	31642
418	31661
418	31894
418	31975
418	32025
418	32049
418	32050
418	32077
418	32106
418	32164
418	32195
418	32196
418	32227
418	32255
418	32285
418	32315
418	32341
418	32368
418	32395
418	32448
418	32474
418	32500
418	32524
418	32550
419	24661
419	24677
419	24696
419	24697
419	24721
419	24722
419	24743
419	24744
419	24765
419	24766
419	24786
419	24787
419	24804
419	24805
419	24819
419	24820
419	24835
419	24836
419	24853
419	24854
419	24874
419	24875
419	24893
419	24894
419	24912
419	24913
419	24931
419	24932
419	24950
419	24951
419	24970
419	24971
419	24994
419	24995
419	25017
419	25018
419	25045
419	25071
419	25097
419	25098
420	18370
420	18406
420	18425
420	18441
420	18459
420	18460
420	18477
420	18478
420	18489
420	18490
420	18505
420	18506
420	18519
420	18520
420	18534
420	18535
420	18549
420	18550
420	18563
420	18564
420	18577
420	18578
420	18591
420	18592
420	18606
420	18607
420	18620
420	18621
420	18635
420	18647
421	11676
421	11677
421	11695
421	11696
421	11711
421	11712
421	11731
421	11732
421	11749
421	11750
421	11768
421	11769
421	11785
421	11786
421	11801
421	11802
421	11810
421	11811
421	11824
421	11825
421	11839
421	11840
421	11853
421	11854
421	11866
421	11867
421	11878
421	11879
421	11892
421	11893
421	11908
421	11909
421	11924
421	11925
421	11942
421	11943
421	11959
421	11960
421	11976
421	11977
421	11988
421	11989
421	12002
421	12003
421	12015
421	12016
421	12028
421	12029
421	12042
421	12043
421	12062
421	12063
421	12083
421	12084
421	12105
421	12106
421	12130
421	12155
421	12167
421	12168
421	12247
422	34559
422	34560
422	34585
422	34605
422	34606
422	34640
422	34641
422	34654
422	34655
422	34665
422	34666
422	34676
422	34677
422	34686
422	34687
422	34696
422	34697
422	34707
422	34714
422	34726
422	34754
423	23414
423	23415
423	23433
423	23434
423	23454
423	23455
423	23476
423	23477
423	23504
423	23505
423	23538
423	23539
423	23570
423	23571
423	23608
423	23609
423	23643
423	23739
423	23740
424	34261
424	34293
424	34325
424	34441
424	34442
424	34474
424	34498
424	34499
424	34528
424	34529
424	34561
424	34562
424	34586
424	34587
424	34607
424	34608
424	34627
424	34628
424	34643
424	34644
424	34656
424	34657
424	34667
424	34668
424	34678
424	34679
424	34688
424	34689
424	34698
